protein1,protein2,label
P43636,P53943,0
P0CX48,P10664,1
P36521,Q03067,0
P34238,Q99220,0
P38770,P53748,0
P38872,Q06057,0
O13549,P38156,0
P36053,Q05871,0
Q02892,Q12080,1
P24784,P37298,0
A0A023PXA5,Q08214,0
P0CX24,Q12052,0
P53292,Q01852,0
P32897,P53071,0
P33330,Q3E7B4,0
P43562,Q12189,0
P29547,Q12745,0
A0A023PYG1,P9WEJ4,0
Q03880,Q06524,0
A0A023PZK4,Q03825,0
P25334,P53068,0
P25644,P38704,0
P38322,Q45U18,0
Q12429,Q6B0W2,0
Q03655,Q3E823,0
P22213,P31755,0
P32263,P53302,0
P38071,P47976,0
P0CX51,P33442,1
Q08919,Q12121,0
P36080,P53906,0
P32352,Q08058,0
P0CX60,P40487,0
P38812,P53175,0
P05745,Q12522,1
P48234,P48589,1
P0C5S0,Q04749,0
P48837,Q06162,0
Q01855,Q02771,0
P39516,Q12514,1
P32363,P38141,0
P28241,Q06668,0
P0CX94,Q12516,0
A0A023PXM7,P0CT86,0
P40052,P40155,0
P25044,P50094,0
P07283,P49573,0
P23501,P32897,0
P21147,P40082,0
P41808,P52871,0
P43586,P53343,0
P38891,P40543,0
P36120,Q04412,0
P05748,Q01766,0
O13563,P08468,0
Q12286,Q12317,0
P20434,P47977,0
P13434,Q06235,0
Q12396,Q3E7B3,0
P36105,Q04031,1
P0C2I8,Q07478,0
P20053,Q06891,0
P32623,P32626,0
P40342,P47006,0
P0CW40,P36164,0
Q02981,Q04898,0
P38323,Q03210,0
P36118,P38241,1
P32529,P47009,0
Q12145,Q12483,0
Q03219,Q07921,0
P0CF17,Q12070,0
O13574,P07213,0
P04802,P40026,0
P0CX49,P38754,1
A0A023PXN9,P47051,0
P10622,P38071,0
P48445,Q12124,0
P32502,Q02046,0
P0CX41,P38803,1
P07251,Q02770,0
P09733,Q01589,0
P36038,P40449,0
P47063,Q03674,0
P32178,P35209,0
P35208,Q04398,0
P08536,Q02799,0
P32892,Q12135,0
O13517,P40166,0
P47010,Q3E739,0
P29295,Q04947,0
I2HB52,Q03465,0
P40030,Q02961,0
P07274,P38361,0
Q00362,Q12058,0
P40970,P43607,0
P32461,P38837,0
Q02326,Q12177,0
P46972,P53901,0
P10664,P47145,0
A0A023PZJ3,P23900,0
P27929,Q04347,0
P38721,Q12223,0
P36128,P53983,0
P53074,P53630,0
P51402,Q06551,0
P07143,Q12351,0
O13516,P47053,0
P53919,Q12342,0
P26188,P40571,0
P21304,Q04409,0
P0CX70,Q07804,0
P40513,Q07993,0
Q00582,Q02205,1
P05694,Q12173,0
P32897,P38166,0
P07270,P87281,0
P0CE69,P40518,0
P21825,P43568,0
P32357,P32867,0
P36068,Q06339,0
P87271,Q08229,0
P32841,Q12367,0
Q08844,Q9ZZW1,0
P25572,P36053,0
P14905,P53846,0
P38767,P53168,0
P07258,P53118,0
P52871,Q12366,0
P38082,P38333,0
P27344,P32473,0
P09201,P21375,0
P47048,Q6B2I9,0
P38286,Q06709,0
P38147,P39974,0
P07252,P53192,0
Q03760,Q12006,0
P40501,Q03937,0
P38072,Q12511,0
P35203,P40969,1
O13549,P13045,0
P39971,Q3E7A3,0
P19882,P38165,0
P30902,Q6WNK7,0
P38270,Q05900,0
P48837,Q8TGQ0,0
P25632,P38922,0
P39704,Q04674,0
P36160,P40010,1
P10355,Q06813,0
P05737,Q03233,0
Q04305,Q04526,0
P05743,P05748,1
P29468,Q12259,0
P0CX10,Q00947,0
P51601,P53942,0
Q06267,Q12155,0
O13515,P9WEJ2,0
P19541,P53879,0
P36115,P36517,0
P43580,Q07688,0
P32493,Q3E828,0
P00498,P47004,0
P39107,P43613,0
P31378,Q96VH2,0
P32628,P40353,0
P32317,Q03655,0
P0CL31,P40968,0
P36012,P40582,0
Q03898,Q08920,0
P38069,Q02948,0
P38866,Q12250,0
P38993,P53820,0
P40570,Q08282,0
P38722,Q3E793,0
P38216,P38719,0
P24280,P38214,0
P38088,P53249,0
P25042,P34233,0
P43542,Q03433,0
P39943,Q06616,0
P33400,Q05473,0
Q08971,Q12274,0
P46784,Q06267,0
P11484,P29340,0
P38325,P38841,0
P04650,P25443,1
P17649,P47079,0
P01098,P40157,0
P04397,Q07508,0
P38268,P38620,0
P0CX27,P36047,0
P40552,Q08981,0
P40886,Q08931,0
P21182,Q96VH1,0
Q03373,Q04066,0
P13045,P13365,0
P43124,P90471,0
P40031,Q08207,0
P10363,P20457,1
P25335,P53883,0
P16547,P38337,0
P46995,Q12040,0
Q07688,Q12251,0
P07703,Q08416,0
P0C261,P53822,0
P40091,Q08238,0
P39540,P39973,0
P0CX68,P40162,0
P38270,Q07535,0
P53742,Q12147,0
P34243,Q04344,0
Q03782,Q08963,1
P43611,Q04201,0
P37261,Q06522,0
P36145,P48606,0
O13561,P45978,0
P38333,P38701,1
P18239,P32435,0
P32490,P32835,0
P22804,Q04210,0
P0CX46,P38439,0
P22007,Q04067,0
P15700,P39728,0
P12385,Q12463,0
P06101,P39005,0
P09734,P36118,0
P34248,Q03750,0
P25353,Q05498,0
P14908,Q12525,0
P33299,P41806,0
P14906,P23248,0
Q12523,Q6B0R2,0
P53229,Q8TGM9,0
P33308,Q03290,1
P54070,Q12056,0
P81450,Q01976,0
Q06144,Q07746,0
P04912,P87273,0
P40543,P87268,0
P26793,P47019,0
P0CX72,Q08199,0
P42883,Q7LIF2,0
D6VTK4,Q06011,0
P05319,P36105,1
P32776,Q08902,0
P03872,P0C5M4,0
P34252,P40513,0
P11986,P53934,0
P47095,Q08962,0
P0CX37,P25586,1
P36034,Q8TGL4,0
P32494,P53142,0
Q04178,Q3E833,0
P43637,P80428,0
P40470,Q08492,1
Q08245,Q12036,0
P54115,Q12223,0
P40360,P40497,0
P38064,P38175,1
P53196,Q12013,0
P17629,P28778,0
P25654,P53918,0
P32784,P49167,0
Q12104,Q12119,0
P29952,P53209,0
P42935,Q12676,0
P46947,Q96VG6,0
O14464,P25642,1
P0C5N6,P50873,0
P38296,P48239,0
Q04431,Q06834,0
P0C5R3,P38555,0
P31787,Q99373,0
P0C5R7,P12904,0
Q06339,Q08968,0
P36071,P38879,0
P53741,Q08963,0
P14306,P19145,0
P00431,Q03201,0
Q04347,Q07887,0
P31383,P53188,0
P29453,Q08915,0
P40016,P40529,0
P40898,Q99278,0
P20052,Q3E7A4,0
P34247,Q03771,0
O94143,Q8TGP5,0
P36005,P38724,0
P10863,Q06523,0
Q03080,Q9ZZW3,0
P36056,P38783,1
P39927,Q12317,0
P41056,P53335,0
P29509,P40504,0
P32792,Q12086,0
P31381,P53746,0
P33755,Q07551,0
P06844,P25554,1
P0CX70,P25638,0
P22149,P53321,0
P25646,P28737,0
P45818,Q12446,0
P23796,P38282,0
P53390,Q08492,0
P0CX41,P15454,0
Q04897,Q99181,0
P06367,P38792,1
Q05515,Q12431,0
P38872,P51996,0
P38248,Q06127,0
P06168,P39522,0
P43622,P53918,0
P46993,P53947,0
P47105,P53939,0
Q05024,Q12416,0
P25335,Q8TGK7,0
P25659,P42943,0
P53084,P53173,0
P37261,Q03208,0
P39518,P43619,0
P32891,Q06594,0
P47118,P53299,0
P0CL37,P32598,0
P25630,P47078,0
P36074,P38166,0
P32473,P38712,0
P46367,P53092,0
Q05043,Q12383,0
P40896,P53203,0
P47163,Q03722,0
P06101,Q05635,0
P33734,Q07950,0
P38116,Q12395,0
P20438,Q08685,0
P0CX59,Q06815,0
P35728,P54964,0
P21827,Q12450,0
P00358,P06243,0
P47154,Q08553,0
P40556,Q06543,0
P34164,Q99359,0
P38288,P39977,0
P38255,P46959,0
P40992,Q12281,0
P47160,Q08490,0
P47110,Q04418,0
P0CX55,Q06506,1
P53267,Q3E805,0
P27929,P38783,1
P45820,Q99177,0
P53061,P53281,0
P38719,P48568,0
A0A023PZL7,Q03071,0
P47023,Q08580,0
P10962,Q12363,0
P26449,Q12434,0
P53214,Q02783,0
P53932,Q12444,0
Q06408,Q07540,0
P0CX98,Q3E798,0
P25631,Q07560,0
P40074,P53098,0
P38166,Q08873,0
P32617,P36090,0
P35193,P36074,0
P53226,Q08219,0
P39534,Q06213,0
Q05900,Q8TGL8,0
P38817,P38858,0
P07264,Q05905,0
P38878,Q7LIF1,0
P0CX51,P41819,1
P40991,P53866,0
P31377,P40006,0
P43609,Q04364,0
P26448,Q08213,0
P35844,P42826,0
P38958,Q02209,0
P24784,Q08990,0
P53600,Q03723,0
P0C5P5,Q12240,0
P53230,Q03780,0
P52491,Q12091,0
P40529,Q06608,0
P35184,P39945,0
P54070,Q99312,0
P36025,P52919,0
P33304,P53142,0
P38799,Q06813,0
P53051,Q12394,0
P0CX29,Q08096,1
P40359,Q3E834,0
P0C5R6,P25574,0
P24482,Q6B0R2,0
P35817,P53315,0
P0C5P9,P38987,0
P13045,P27515,0
P27476,P53743,1
P53379,Q01329,0
P0C5N3,P40071,0
P32487,Q03208,0
P35176,P40359,0
E9PAF1,P41338,0
P00427,P53721,1
Q12301,Q9ZZX9,0
P38687,P47153,0
P53731,Q03246,0
P53884,Q06543,0
P32588,P38622,0
P06843,Q12513,0
P38838,P39550,0
O13549,P49573,0
P36144,P47040,0
P47013,Q06263,0
P03873,Q06679,0
P36079,Q08144,0
P23624,Q03761,0
P38820,Q06011,0
P11632,Q92316,0
Q92325,Q99299,0
P25621,Q05031,0
Q12349,Q12461,0
A0A023PZG9,P53845,0
P38246,Q00711,0
P04801,P53912,0
P0CX43,P34164,0
P17214,P32569,0
P36062,P56628,0
O13584,P48581,0
P14127,Q07381,1
P0C5P9,P40570,0
P25719,P38320,0
P53217,P53972,0
P0CX51,Q12000,1
P25361,P38845,0
P40563,Q08448,0
P03878,P40083,0
P38953,Q00764,0
A0A023PXI5,P53320,0
P40479,Q3E772,0
P05759,P38912,1
P38211,Q03825,0
P38334,Q12107,0
Q12405,Q45U48,0
P54839,Q3E7A7,0
P38615,P40579,0
P0CF19,Q03236,0
P32354,P40549,0
P15303,P42937,0
Q06339,Q12415,1
P11632,Q04018,0
P53288,P80210,0
P41808,P43639,0
Q02754,Q08213,0
P32505,P38729,0
P40446,P89113,0
P11491,P38130,0
P38848,Q12690,0
P32523,Q02554,1
P28004,Q08963,1
P38220,P53032,0
P22213,Q08496,0
P21147,P53057,0
Q08903,Q12420,0
P25576,P38162,0
P0C2H9,Q03322,0
P23501,Q07684,0
P21651,P53838,0
P40956,P87263,0
P53222,Q12488,0
P32775,Q08199,0
Q03983,Q99210,0
P36129,P36138,0
Q12493,Q12748,1
Q02895,Q03187,0
O13512,P36085,0
P16387,P30620,0
P39684,Q03254,0
P54070,Q12167,0
P08153,Q8J0M4,0
Q04659,Q05506,0
P20437,Q03029,0
P38291,Q12473,0
P40314,P53946,0
P14540,P47106,0
P22353,P53313,0
P53966,Q12135,0
P57744,Q12182,0
P05317,Q08931,0
Q03218,Q3E7A5,0
P12904,P52892,0
P40502,Q12070,0
P0CX42,Q03532,1
P32901,P35191,0
P32598,Q12358,0
P32343,P53902,0
O74700,P16467,0
P39926,P53615,0
P38342,P39081,0
P33308,Q08278,1
P41920,Q05611,0
P48164,Q99382,0
P46947,Q04410,0
P34760,P47065,0
P32775,P47009,0
A0A023PXP7,P39543,0
P0CI66,Q08227,0
P07236,P38141,0
Q03673,Q12240,0
A0A023PZF3,P06783,0
P53947,P9WEJ5,0
P53209,Q02776,0
A0A023PXI5,P38349,0
Q00381,Q12305,0
P40004,Q12518,0
O60200,P41814,0
P32854,P33411,0
P23644,Q8TGN7,0
P87287,Q8TGN2,0
P46964,Q02872,0
P20436,P25334,0
P40588,Q08045,0
P04650,P40693,1
P42884,P46994,0
P33748,Q8TGR0,0
P80210,Q03798,0
Q08962,Q12455,0
P38839,P48238,0
P21595,P32350,0
P43613,Q07938,0
P47022,Q08118,0
P36525,P53881,1
P08459,P53274,0
P19955,Q03818,0
P53909,Q12182,0
P32570,Q3E740,0
P47150,Q3E834,0
P16151,P38833,0
P31381,P32349,0
P35718,Q08205,0
P18898,Q07897,0
A0A023PXN9,P32914,0
P31381,Q03103,0
P25591,P38353,0
P40885,Q12195,0
Q06630,Q12083,0
P40055,Q12277,1
P53344,Q04372,0
P40018,Q00539,1
P34245,P40188,0
P36517,P36521,1
P07703,Q2V2P1,0
P47141,P48813,0
P22353,Q12471,0
P06197,P54115,0
P32796,Q03390,0
A0A023PXD3,Q04706,0
P47771,P53827,0
P07258,P53123,0
P0CH09,P0CX83,1
P38739,Q04301,0
A0A023PYD7,P25657,0
P42073,Q12461,0
Q08842,Q12432,0
P23254,P40519,0
P27810,Q2V2P1,0
P38688,P38710,0
P09007,Q03778,0
P13298,P25334,0
P53245,P53378,0
Q04364,Q12415,0
P47153,Q04779,0
P04076,P38273,0
P40892,Q08227,0
Q03212,Q12306,0
P38780,P38920,0
P34167,P40960,0
P32573,Q08521,0
P25381,P53168,0
P0CW41,P47084,0
P32496,Q08729,0
P04449,P38310,0
P0CX36,P29366,0
P25576,Q06543,0
P32609,P53101,0
P38723,Q8TGP9,0
P53742,Q05498,0
A0A8D9PH56,P53897,0
Q02199,Q12148,0
P05317,P0CX44,1
P49956,Q01855,0
P26448,Q03020,0
P38081,Q08118,0
O13561,Q99252,0
P23250,Q6B0V8,0
P47132,Q06551,0
P04807,P32835,1
P36139,P39684,0
P38227,Q04951,0
P10863,P34253,0
P08018,P15992,0
P32793,P38303,0
P32604,P32945,0
P00127,P38719,0
Q02209,Q12459,0
P36078,Q05518,0
P33329,P38801,0
P38877,Q08270,0
P36002,Q08754,0
P53882,Q07928,0
A0A023PZK4,P21623,0
P40496,Q06630,1
P36133,P53088,0
P47177,Q07657,0
P0CX62,P28272,0
P00549,P53187,0
P39518,P53870,0
P12612,P38354,0
P53103,Q8TGS1,0
Q00381,Q08490,0
P50276,Q6B2U8,0
P39004,P87287,0
P22214,P41277,0
P20050,P38960,0
P35197,Q08949,0
P25594,Q12135,0
P25577,P40045,0
P09232,P41277,0
A0A023PZL7,P46999,0
P25600,Q12402,0
P0CL42,Q06815,0
P0CX31,P39715,0
P25646,P38695,0
P47045,P53732,0
P50106,Q08474,0
P32612,Q03796,0
P35843,P47137,0
P22148,P38744,0
P22434,P38555,0
P31386,P39974,0
A0A023PYE9,Q12484,0
P04173,Q07509,0
P32323,P32502,0
Q06596,Q99177,0
P40574,P43561,0
P38834,P80210,0
P47025,Q12523,0
Q06247,Q12480,0
P38155,Q05670,0
P40026,P53279,0
P41808,Q12090,0
P32352,P53725,0
P38241,Q03654,1
P32806,P48239,0
P0C261,P32585,0
Q08446,Q12058,0
P38915,Q12009,0
P0C2J6,Q08647,0
P0CX99,Q12169,0
P53137,Q02883,0
P32368,P53309,0
Q03201,Q12439,0
O13550,P53232,0
P12686,P17891,0
P32800,Q12676,0
Q02203,Q07350,0
P40152,P40490,0
P32526,P53181,0
P40353,Q08224,0
P38143,P53726,0
P38998,Q08916,0
Q08984,Q8TGS8,0
P27466,Q06594,0
P16151,P25337,0
P38898,P46971,0
P40215,Q08922,0
Q05789,Q07824,0
P36111,P47178,0
P33748,Q3E7A7,0
P23797,P32864,0
P33203,Q12330,1
P25361,P38067,0
Q07381,Q6Q572,0
Q06512,Q12136,1
P40343,Q08831,0
A0A023PZE8,Q04526,0
P53117,Q3E7Y6,0
P37020,Q8TGQ1,0
P48567,P54790,0
Q03124,Q03178,0
Q08994,Q12513,0
P20448,P53743,1
P04147,P32605,1
P0C5P7,P32453,0
P40577,P53247,0
P16965,Q12134,0
P23796,Q06616,0
P38803,P46672,0
P06779,P18414,0
P05745,Q06451,0
Q06266,Q9URQ3,0
P0C5N1,Q02642,0
P25046,Q03525,0
Q03798,Q12089,0
P53826,Q12509,0
P15179,Q03178,0
P36052,Q3E7Z5,0
P39684,Q08227,0
P06779,P38355,0
P38196,P39731,0
P38168,Q8TGU4,0
P32580,Q2V2Q3,0
P32465,Q06137,0
P43621,Q08931,0
P40033,P53305,1
P39543,P9WEJ4,0
P53231,Q04438,0
Q08287,Q08446,0
P38206,P53058,0
Q03722,Q04170,0
P46990,P47083,0
P25632,P40090,0
P36017,P47023,0
P40366,P47156,0
Q03648,Q05166,0
P32875,P40586,0
P38083,P47066,0
P33755,P36037,1
P47041,Q12487,0
Q12165,Q6B0Y8,0
P39938,P90471,0
P32939,P47086,0
P25087,P40019,0
P23968,Q04491,0
P35192,P38634,0
P32775,P41338,0
P14905,P87282,0
P17076,Q05924,0
P40474,Q3E794,0
P39015,Q08745,1
P33312,Q07530,0
P53263,P53326,0
P0C5Q5,P43602,0
P53263,Q12230,0
P23180,P38328,0
P32588,P53110,0
P0CD97,P38313,0
P38801,P40078,1
P47076,Q08216,0
Q12185,Q12470,0
P40360,Q03983,0
P14127,Q04276,0
P05319,P0CX83,1
P26321,P32769,1
P10963,Q06595,0
P53729,Q08954,0
P38962,P42937,0
P25614,P38860,0
P17898,P47120,0
O13545,P38270,0
P31334,Q05567,0
Q05892,Q3E7B3,0
P20459,Q08361,0
Q12108,Q3E834,0
P40496,Q12416,0
P25046,P33308,1
P05745,P46654,1
P17076,P53927,1
P32344,Q12296,0
P38824,P52923,0
P53166,Q12217,0
P47090,Q05874,0
O13531,P39013,0
Q06679,Q3E7Y6,0
P53955,Q01919,0
P00445,P0CX66,0
P38069,P38345,0
P40002,Q12085,0
P07172,Q07508,0
P38624,P40016,1
P05318,Q02753,1
P39111,Q01855,0
P07342,P23493,0
P40959,P53338,0
P17558,P28737,0
Q08683,Q12333,0
P0CX34,P49167,1
P00358,P27476,0
P39516,P40588,0
P09007,P14126,0
P10614,P14904,0
P40466,P53164,0
P40218,Q12191,0
P0CX71,P47020,0
P40446,Q08419,0
P06773,Q07747,0
Q12016,Q6Q546,0
P07275,P47094,0
P53738,Q6B0W2,0
P05744,P25382,1
P27882,Q12122,0
P0CX53,P53944,0
P53277,P53740,0
P53754,Q06631,0
A0A023PXN3,P38719,0
P28737,Q12040,0
P06634,Q12464,0
P25045,P38930,0
P0CY09,P39945,0
O13513,Q08411,0
P28817,P36520,1
P25659,P38714,0
P34730,Q03233,0
P36127,P53085,0
P38300,P53378,0
P53277,Q03772,1
Q03057,Q12169,0
P28495,P46987,0
A0A023PXI8,P24784,0
Q02590,Q12449,0
P53112,Q12506,0
P17555,P38296,0
Q03723,Q08271,0
A0A023PZ99,P43619,0
A0A8D9UGU6,Q08930,0
P31116,Q08268,0
P38925,Q08774,0
Q12524,Q6B0Y6,0
P53209,P87281,0
P33750,P39516,1
P38197,P40567,0
P16522,P24719,0
P38270,P49956,0
P53966,Q12447,0
P32807,P39967,0
P32435,P53317,0
P38150,P41821,0
P33333,P43636,0
P0C272,Q12031,0
P32584,P36167,0
P34227,Q12021,0
P38130,Q04501,0
P24280,Q06549,0
P19145,P40034,0
P24719,P40007,0
P53144,P53284,0
P0CX35,P40525,1
P02407,P34078,1
P31383,P38131,0
P53937,Q06506,0
P40059,Q12378,0
P53210,Q12513,0
P26321,P53313,1
O13566,Q99299,0
Q07865,Q12485,0
A0A023PYC6,P02829,0
P43622,P53176,0
P36080,Q8TGJ0,0
Q08649,Q08986,0
Q12225,Q12333,0
P25602,Q12327,0
P07807,P38227,0
P11655,Q3E810,0
P47005,P53859,0
P41903,Q05924,0
P15367,P33441,0
P39995,Q04006,0
P0CX29,P40568,0
P40152,Q08498,0
P38806,P40096,0
P21771,Q3E7A7,0
P38153,Q08110,0
P17214,P40521,0
P36095,P38063,0
P22007,P32610,0
P13298,P53225,0
P15891,P32485,0
A0A8D9UGU6,P38075,0
Q07989,Q99216,0
P36099,Q12480,0
P53172,Q08235,0
P32329,Q08321,0
P37012,Q3E752,0
P36014,Q12411,0
O13516,P0CX49,1
Q04489,Q08749,0
P25372,P38825,0
P22470,P38322,0
P27351,P38075,0
P43569,Q12030,0
P38209,P47073,0
P0C0V8,P39729,1
P32364,P40030,0
Q12021,Q6B0R7,0
P38282,Q02933,0
P23369,Q3E7Y5,0
P32830,P53938,0
P34167,P38738,0
Q02203,Q07500,0
P40005,P41901,0
P32451,Q04081,0
Q05166,Q08207,0
P47151,Q03213,0
P36102,Q07993,0
P16151,P38703,0
P07269,P39003,0
P36049,P39976,0
P40357,Q02204,0
P27344,P47162,0
Q04705,Q07811,0
P47013,Q12188,0
P41940,Q05123,0
P05738,P36042,0
P87191,Q08760,0
P53726,Q03162,0
P10849,P25586,0
P53065,P53162,0
P17119,P36162,0
P20604,P38785,0
P38909,P40481,0
P15019,Q02208,0
P28496,Q08235,0
P00950,P32939,0
Q03559,Q03825,0
O13564,P12887,0
A0A023PZA9,Q12143,0
P32629,Q03429,0
P41814,Q3E770,0
P47041,P53070,0
P32584,Q12209,0
P25300,Q02203,0
P32569,Q01919,0
P0CS90,Q06137,0
P53326,P87012,0
P53140,Q12487,0
P36088,P38830,0
P47120,Q6B0Y7,0
P32859,P40896,0
P23285,P33412,0
P0CX28,Q12213,1
P18408,Q08108,0
P53110,P53194,0
P35734,Q03954,1
P32378,P53870,0
P36084,Q03759,0
P00360,Q12310,0
P25381,P39727,0
P47158,Q3E828,0
P38874,P38930,0
P28777,Q06159,0
P36421,Q03231,0
P32892,P53924,0
P47002,Q99325,0
Q12135,Q12284,0
P32905,P53896,0
P40534,Q04603,0
P40360,P43569,0
A0A023PXM7,Q06436,0
Q04951,Q12286,0
O13541,P12754,0
P25441,P28000,1
P33550,Q01560,0
P43548,Q03884,0
P17536,Q03180,0
P39976,Q12390,0
O13329,P38252,0
P32643,Q08904,0
P38969,Q06819,0
P04817,P25640,0
P38292,Q06159,0
Q12122,Q92316,0
P32435,Q01855,0
P24309,Q06214,0
P36041,Q01163,0
Q05863,Q08622,0
P15424,P69771,0
P0CE85,P22149,0
P36083,P47157,0
P38282,P39971,0
P0CX31,P40449,1
P34246,P46947,0
P08466,P53583,0
A0A023PYH0,P53101,0
P38264,Q03525,0
P38267,P40156,0
P0CX40,P25627,1
P05756,Q00723,0
P0CX78,Q02961,0
P36018,Q04608,0
O13577,P25600,0
P0CL32,Q08925,0
P07256,P53904,0
P05738,P0C5N7,0
P17558,P22353,1
P28320,Q12330,1
P38739,Q08412,0
P40025,Q3E760,0
Q06703,Q8TGL0,0
P46959,Q3E705,0
P09937,P23561,0
P38806,P47128,1
P20437,P32559,0
P53082,P53233,0
P33308,P39014,0
P0CX89,Q12026,0
P07170,Q04526,0
P36086,P53390,0
P33204,P87270,0
P39542,Q08004,0
P38157,P40414,0
P33330,Q04203,0
P06784,P53957,0
P32381,Q12289,0
Q08904,Q92331,0
P25600,P53281,0
P40350,P40358,0
P11633,P33328,0
A0A023PXH6,P38828,0
P0C0V8,Q12690,1
P10662,P40422,0
P47006,Q01080,1
P47048,P53853,0
P40353,Q07914,0
P43587,Q03153,0
Q06671,Q3E754,0
P36154,P41277,0
Q08486,Q12035,0
P21576,P39076,0
P29952,P47006,0
P22470,P47011,0
P12695,P48606,0
P0C5R8,P32775,0
P0CX30,P53276,1
P25652,Q07509,0
P32910,Q04307,1
P00410,P21592,0
P32830,P53208,0
P20048,P38791,0
P00498,P0CY07,0
P20434,P32529,1
P18759,P33441,0
P53131,Q08971,0
P47096,P53064,0
P39009,P43497,0
P0CX53,Q03973,0
P27929,P46950,0
P40958,P43122,0
P47038,Q07949,0
P32500,P51402,0
Q04301,Q06494,0
P37020,P38820,0
A0A023PYG1,P43563,0
P43566,P53298,0
P40089,P47045,0
P39962,Q03723,0
P53941,Q08622,0
O13588,P41805,0
P50084,Q04632,0
P36151,P36519,0
P48589,P53752,0
P40104,Q12194,0
P40002,Q12125,0
P0CX35,Q12213,1
P21304,Q08280,0
P25298,Q08230,0
P40585,Q06057,0
Q05510,Q99395,0
O13531,P53130,0
P39743,P47101,0
P0CE92,P38342,0
P32906,P38820,0
P07143,P07257,1
P38215,P52492,0
P22141,Q05635,0
P10356,P53916,0
P04786,P21147,0
P10356,P32342,0
Q12266,Q8TGK1,0
P07252,Q04487,0
P39081,P40422,0
Q12017,Q12132,0
Q04437,Q99303,0
P36166,P39731,0
P29056,Q02326,0
P0CX08,Q04978,0
P17695,P43573,0
P33749,P53165,0
P32605,P53741,1
P08456,P0CG63,0
P25349,P52290,0
Q01329,Q12040,0
P0CX58,Q08683,0
Q12473,Q3E755,0
P13483,P33442,0
P53298,Q02732,1
P40893,Q05040,0
P07172,P0C1V3,0
P32461,Q08979,0
O13568,Q12375,0
Q06835,Q12235,0
P40499,Q8TGU4,0
P43589,P53181,0
P0CL25,P32190,0
P47018,Q03323,0
P14126,Q8TGM6,0
P00815,P39525,0
P53831,Q03798,0
P23796,Q04276,0
P25342,P32590,0
O13561,P38790,0
P38179,P41819,0
P23493,P53911,0
P53864,Q05497,0
P32895,Q12522,0
P47025,Q3E7B7,0
P38153,Q07530,0
P31755,Q12114,0
P25335,P47156,0
Q08902,Q8TGK9,0
Q04659,Q96VH4,0
P35728,P43617,0
P36141,P41930,0
P40461,P53217,0
Q04301,Q08604,0
P18494,P38009,0
P03881,Q03788,0
P0CX76,P46955,0
P29056,P41338,0
P47077,Q12411,0
P53859,P53866,0
P39713,Q02326,0
P06633,P53882,0
P38773,Q8TGU6,0
Q02206,Q6B0R7,0
P0CX45,P32905,1
P33199,Q02831,0
P34233,P48567,0
Q03187,Q8TGR3,0
P50108,Q04521,0
P31109,Q8TGJ8,0
A0A023PZE2,Q08961,0
P0CF00,P53721,0
P53307,Q08927,0
P0CX82,P41057,1
P40571,Q03079,0
P38185,P47123,0
P07266,P38124,0
P02829,P53267,0
P53728,Q06508,0
Q08900,Q3E764,0
P43615,P53885,0
Q06247,Q06538,0
P38738,P39972,0
P38214,P53727,0
Q08993,Q12056,0
P00425,Q3E7X9,0
A0A023PZE8,P0CX54,0
P36108,P39744,0
P39676,Q12284,0
Q12265,Q12433,0
P08417,P38269,0
P50874,Q03373,0
Q04526,Q12404,0
P32899,P53295,0
P0CL36,P35172,0
P0CL36,P43621,0
P16522,P38821,0
P47133,Q04898,0
P20435,P38255,0
P12962,P25571,0
P26449,P34232,0
Q02783,Q12355,0
P39931,Q06287,0
P25337,Q03654,1
P47166,P53173,0
Q12182,Q8TGR3,0
P06634,P53598,0
P39551,Q06810,0
P53928,Q12530,0
P38720,P53199,0
P39711,P43624,0
P07991,P0CX18,0
P0C5L4,P14908,0
P36010,Q03508,0
P0C0W9,P40449,1
P02829,P40506,0
Q12090,Q12420,0
Q06147,Q12380,0
P27705,P38311,0
Q06089,Q3E830,0
P0CX23,P20081,1
P22146,P53047,0
A0A023PXL1,P50085,0
P33313,Q07992,0
Q12045,Q8TGP8,0
P43552,Q99216,0
A0A023PXI8,Q12240,0
P05626,P0C5R9,0
P39939,Q02781,0
P40986,P53071,0
P32590,Q06707,0
P38291,Q12530,1
P53249,Q12185,0
P34234,Q12458,0
Q05812,Q99299,0
P0CX34,P33309,1
Q02774,Q07541,0
P43590,Q12424,0
P0CX28,Q05778,0
P07834,P47141,0
P0C2H9,P0CX78,0
P47052,P50113,0
P25626,Q04231,0
P25345,P38615,0
P41814,P53721,0
P00431,P40452,0
Q05998,Q99257,0
Q01939,Q07613,0
P40959,P47111,0
P0C5P9,P40002,0
P53259,Q02872,0
P40487,Q08818,0
P47025,Q12222,0
P05318,P0CX23,1
P48837,Q06063,0
P25649,Q99176,0
P0C0W9,P0CH09,1
Q07350,Q12330,1
P00958,P08539,0
P0CX84,P23248,1
P25560,P41698,0
P32466,P38695,1
P28626,Q04839,0
P14066,P32341,0
A0A023PXC7,Q06551,0
Q07471,Q08521,0
P38275,Q12251,0
A0A023PXN9,P39998,0
P40093,Q08971,0
P0CE91,Q06168,0
Q04502,Q12439,0
P05750,P40449,1
P41921,Q8TGT9,0
P0C0T4,Q12021,0
P41808,P43617,0
P49686,Q3E841,0
P40968,Q03723,0
P00360,P30777,0
